Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
Deaths,Puerto Rico,Female,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.021615671,0.051268148,0.004382723
Deaths,Puerto Rico,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Number,2019,0.056936938,0.138687949,0.011783528
Deaths,Puerto Rico,Male,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.030821468,0.075070061,0.006277855
Deaths,Puerto Rico,Female,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.018744298,0.044457812,0.003800533
Deaths,Puerto Rico,Both sexes,20-24 years,All causes,Ambient particulate matter pollution,Rate,2019,0.024763997,0.060320558,0.005125096
Deaths,Puerto Rico,Male,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,0.369429138,0.736046007,0.077277361
Deaths,Puerto Rico,Female,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,0.20518779,0.425861414,0.043517968
Deaths,Puerto Rico,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Number,2019,0.574616928,1.157592026,0.122417702
Deaths,Puerto Rico,Male,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,0.337804615,0.673037704,0.070662129
Deaths,Puerto Rico,Female,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,0.178063836,0.369566418,0.03776529
Deaths,Puerto Rico,Both sexes,25-29 years,All causes,Ambient particulate matter pollution,Rate,2019,0.255846401,0.515414251,0.054506102
Deaths,Puerto Rico,Male,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,0.702551677,1.411900866,0.141625611
Deaths,Puerto Rico,Female,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,0.318163017,0.635285886,0.064183929
Deaths,Puerto Rico,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Number,2019,1.020714694,2.046776039,0.199598749
Deaths,Puerto Rico,Male,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,0.675311334,1.357156618,0.1361343
Deaths,Puerto Rico,Female,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,0.283562717,0.566198401,0.057203912
Deaths,Puerto Rico,Both sexes,30-34 years,All causes,Ambient particulate matter pollution,Rate,2019,0.472037927,0.946548456,0.092306087
Deaths,Puerto Rico,Male,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,1.320324616,2.767772217,0.261221105
Deaths,Puerto Rico,Female,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,0.631321484,1.299226632,0.128663293
Deaths,Puerto Rico,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Number,2019,1.9516461,4.076273068,0.388254566
Deaths,Puerto Rico,Male,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,1.254808209,2.630431379,0.248258938
Deaths,Puerto Rico,Female,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,0.543197384,1.117871838,0.110703605
Deaths,Puerto Rico,Both sexes,35-39 years,All causes,Ambient particulate matter pollution,Rate,2019,0.881325372,1.840765535,0.175328201
Deaths,Puerto Rico,Male,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,2.503009041,4.964682854,0.511340273
Deaths,Puerto Rico,Female,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,1.226200739,2.4697306,0.263717237
Deaths,Puerto Rico,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Number,2019,3.72920978,7.394331372,0.772679139
Deaths,Puerto Rico,Male,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,2.27362306,4.50969902,0.46447896
Deaths,Puerto Rico,Female,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,1.015758452,2.045871979,0.218457716
Deaths,Puerto Rico,Both sexes,40-44 years,All causes,Ambient particulate matter pollution,Rate,2019,1.615728175,3.203689316,0.33477319
Deaths,Puerto Rico,Male,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,5.109577611,10.33152642,1.025739707
Deaths,Puerto Rico,Female,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,2.30082632,4.595770506,0.467893473
Deaths,Puerto Rico,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Number,2019,7.410403931,14.84293165,1.489656337
Deaths,Puerto Rico,Male,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,4.647019313,9.396237116,0.932881853
Deaths,Puerto Rico,Female,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,1.907774052,3.81067082,0.387962803
Deaths,Puerto Rico,Both sexes,45-49 years,All causes,Ambient particulate matter pollution,Rate,2019,3.214137458,6.437870737,0.646113259
Deaths,Puerto Rico,Male,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,9.071847593,18.65261375,1.785435776
Deaths,Puerto Rico,Female,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,4.565034302,9.281022772,0.965326093
Deaths,Puerto Rico,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Number,2019,13.63688189,27.72939359,2.750761869
Deaths,Puerto Rico,Male,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,8.134436022,16.72520307,1.600943242
Deaths,Puerto Rico,Female,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,3.633801697,7.387764049,0.768406842
Deaths,Puerto Rico,Both sexes,50-54 years,All causes,Ambient particulate matter pollution,Rate,2019,5.750296337,11.69271917,1.159920282
Deaths,Puerto Rico,Male,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,14.21992127,29.22309839,2.796963568
Deaths,Puerto Rico,Female,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,7.202823763,14.38411165,1.416701457
Deaths,Puerto Rico,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Number,2019,21.42274503,43.67038398,4.141377141
Deaths,Puerto Rico,Male,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,13.0433296,26.80510652,2.565535843
Deaths,Puerto Rico,Female,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,5.658912915,11.30090612,1.113034337
Deaths,Puerto Rico,Both sexes,55-59 years,All causes,Ambient particulate matter pollution,Rate,2019,9.065777289,18.48063704,1.752567319
Deaths,Puerto Rico,Male,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,19.18647631,38.32762801,3.775941005
Deaths,Puerto Rico,Female,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,11.41918462,22.34624022,2.25067397
Deaths,Puerto Rico,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Number,2019,30.60566093,60.89718021,6.02067044
Deaths,Puerto Rico,Male,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,18.56030254,37.0767597,3.652708621
Deaths,Puerto Rico,Female,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,9.30586489,18.21067784,1.834147409
Deaths,Puerto Rico,Both sexes,60-64 years,All causes,Ambient particulate matter pollution,Rate,2019,13.53733983,26.93573013,2.663032239
Deaths,Puerto Rico,Male,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,25.00885194,49.10476989,5.173640534
Deaths,Puerto Rico,Female,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,15.63818515,30.57980735,3.243261179
Deaths,Puerto Rico,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Number,2019,40.64703709,79.32140599,8.400100473
Deaths,Puerto Rico,Male,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,26.65983002,52.34645803,5.515182286
Deaths,Puerto Rico,Female,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,13.87749167,27.13684598,2.878104432
Deaths,Puerto Rico,Both sexes,65-69 years,All causes,Ambient particulate matter pollution,Rate,2019,19.68430529,38.41329856,4.06795068
Deaths,Puerto Rico,Male,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,32.54690034,64.10450036,6.901726874
Deaths,Puerto Rico,Female,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,24.45404448,47.98267995,5.276836235
Deaths,Puerto Rico,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Number,2019,57.00094482,112.1812266,12.26612194
Deaths,Puerto Rico,Male,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,38.60717807,76.04084672,8.186837935
Deaths,Puerto Rico,Female,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,23.38541874,45.88586825,5.046241947
Deaths,Puerto Rico,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,30.17961459,59.39526429,6.494398187
Deaths,Puerto Rico,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,31.46690709,60.47597609,6.454910208
Deaths,Puerto Rico,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,28.6243823,54.77363763,5.723870021
Deaths,Puerto Rico,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,60.0912894,113.5969555,12.17956241
Deaths,Puerto Rico,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,53.66763801,103.1433685,11.0090192
Deaths,Puerto Rico,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,38.36257464,73.40796877,7.671166093
Deaths,Puerto Rico,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,45.0972241,85.25207918,9.140500413
Deaths,Colombia,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,12.2947191,21.74617655,6.24435502
Deaths,Colombia,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,11.98923438,20.46475413,6.193964604
Deaths,Colombia,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,24.28395348,42.39903344,12.56687409
Deaths,Colombia,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.790505289,1.398199295,0.401489097
Deaths,Colombia,Female,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.808436462,1.379942447,0.417660267
Deaths,Colombia,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,0.799257577,1.395479067,0.413613432
Deaths,Colombia,Male,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,3.469272948,5.804984472,1.868998214
Deaths,Colombia,Female,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,2.588332497,4.515366969,1.393851383
Deaths,Colombia,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Number,2019,6.057605445,10.35489771,3.361140169
Deaths,Colombia,Male,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.194314865,0.325138665,0.104683068
Deaths,Colombia,Female,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.151868253,0.264935395,0.081783069
Deaths,Colombia,Both sexes,5-9 years,All causes,Ambient particulate matter pollution,Rate,2019,0.173584538,0.296726182,0.09631561
Deaths,Colombia,Male,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,2.477417118,4.212703529,1.280965662
Deaths,Colombia,Female,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,2.477370566,4.21288742,1.282942983
Deaths,Colombia,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Number,2019,4.954787684,8.340501641,2.553936838
Deaths,Colombia,Male,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,0.130319934,0.221601458,0.067382824
Deaths,Colombia,Female,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,0.136684389,0.232438356,0.070784032
Deaths,Colombia,Both sexes,10-14 years,All causes,Ambient particulate matter pollution,Rate,2019,0.133426278,0.22459935,0.068774347
Deaths,Colombia,Male,15-19 years,All causes,Ambient particulate matter pollution,Number,2019,3.669883,6.849813755,1.826950119
Deaths,Colombia,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,357.6608873,512.7045213,212.6405385
Deaths,Colombia,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,630.5185996,897.3479022,394.5256379
Deaths,Colombia,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,983.1278429,1397.279299,619.4182221
Deaths,Colombia,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,951.5757266,1364.077523,565.7414107
Deaths,Colombia,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,964.9778676,1373.34706,603.802186
Deaths,Honduras,Both sexes,70-74 years,All causes,Ambient particulate matter pollution,Rate,2019,191.3577141,287.2792035,113.290939
Deaths,Honduras,Male,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,152.187486,227.3142599,87.52599195
Deaths,Honduras,Female,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,108.4615156,169.2040255,59.70577781
Deaths,Honduras,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Number,2019,260.6490016,392.24778,152.6889067
Deaths,Honduras,Male,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,358.0578792,534.81179,205.926071
Deaths,Honduras,Female,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,224.3515386,349.9968006,123.5007923
Deaths,Honduras,Both sexes,75-79 years,All causes,Ambient particulate matter pollution,Rate,2019,286.9065501,431.7624724,168.0706513
Deaths,Nicaragua,Male,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,3.876486644,6.954324292,1.940379394
Deaths,Nicaragua,Female,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,4.115579156,7.51178208,1.919412163
Deaths,Nicaragua,Both sexes,1-4 years,All causes,Ambient particulate matter pollution,Number,2019,7.9920658,14.14511881,4.085880288
Deaths,Nicaragua,Male,1-4 years,All causes,Ambient particulate matter pollution,Rate,2019,1.435004951,2.574364548,0.71829321
Deaths,Nicaragua,Male,95+ years,All causes,Ambient particulate matter pollution,Number,2019,5.066412427,7.720231872,2.919213657
Deaths,Nicaragua,Female,95+ years,All causes,Ambient particulate matter pollution,Number,2019,7.97163329,12.43284065,4.367005836
Deaths,Nicaragua,Both sexes,95+ years,All causes,Ambient particulate matter pollution,Number,2019,13.03804572,20.15782516,7.318547133
Deaths,Nicaragua,Male,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,1228.603061,1872.153253,707.9081867
Deaths,Nicaragua,Female,95+ years,All causes,Ambient particulate matter pollution,Rate,2019,864.1922778,1347.82478,473.420262
Deaths,Colombia,Male,<1 year,All causes,Ambient particulate matter pollution,Number,2019,208.3937673,424.2809973,52.51919424
Deaths,Colombia,Female,<1 year,All causes,Ambient particulate matter pollution,Number,2019,145.4609821,307.1755801,43.3999129
Deaths,Colombia,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Number,2019,353.8547494,647.644738,148.5769638
Deaths,Colombia,Male,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,51.93632751,105.7401914,13.08894267
Deaths,Colombia,Female,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,38.08845387,80.43286071,11.36411673
Deaths,Colombia,Both sexes,<1 year,All causes,Ambient particulate matter pollution,Rate,2019,45.18342631,82.69723198,18.97167216
Deaths,Colombia,Male,80-84,All causes,Ambient particulate matter pollution,Number,2019,907.2594529,1280.886295,602.7207655
Deaths,Colombia,Female,80-84,All causes,Ambient particulate matter pollution,Number,2019,924.0497865,1302.409459,613.9997871
